32184,70,1077,COFFEE Y PIZZA ZONE,S/N 37 DIAG,32, ESQ,MERIDA,MERIDA,CROC KANASIN,,97370,,114,N,5.3333333333,W0,L,1,281,004802810070,1,1,20.931807,-89.565731,20/11/2015,48,9
32250,70,1079,SPOR BAR PATO LUCAS,127 27,12,14,MERIDA,MERIDA,CUAUTEMOC,,97000,999997909,113,N,1.2857142857,W0,RV,2,281,004802810070,2,2,20.932569,-89.569238,04/12/2015,9,7
51194,70,1076,TDA. LAS MORENITAS,116 18,25,27,Kanasin,Kanasin,CENTRO - KANASIN,,97370,0,104,A,56.9861083333,W0,LRV,3,281,004802810070,3,3,20.932217,-89.557346,28/05/1998,683.8333,12
54215,70,1079,SAN JUDAS TADEO,256 75,60,60-A,Kanasin,Kanasin,SAN ANTONIO KAUA II,,97140,0,104,D,2.6088,W0,L,1,281,004802810070,1,1,20.937428,-89.580776,27/12/2001,31.3056,12
54232,70,1077,SAN ANTONIO,246 30,27,29,Croc,Kanasin,CROC,,97370,0,106,D,3.2129666667,W0,LR,2,281,004802810070,2,2,20.932471,-89.564203,11/12/1997,38.5556,12
54487,70,1076,LA LUPITA,106 25,22,ESQ,Kanasin,Kanasin,CENTRO - KANASIN,,97370,0,106,C,1.6551,W0,L,1,281,004802810070,1,1,20.932394,-89.558864,08/04/1998,19.8612,12
54512,70,1077,LA ROSITA,123 21,26,28,Kanasin,Kanasin,CENTRO - KANASIN,,97370,0,104,A,40.9351833333,W0,LRV,3,281,004802810070,3,3,20.935742,-89.562169,08/04/1998,491.2222,12
55705,70,1075,EL DIVINO NINO,s/n DOM.CON,Tebek,S/N,Tebek,Uman,TEBEC,,97390,0,104,A,7.5208333333,W0,S,1,281,004802810070,1,1,20.842011,-89.709138,08/04/1998,90.25,12
56064,70,1075,ESC. SEC. TEC. 23  NINOS HEROES,84 18,11,13,Chochola,Chochola,CHOCHOLA,,97832,1,126,D,1.6666666667,W0,M,1,281,004802810070,1,1,20.756288,-89.827833,09/05/1997,20,12
56644,70,1077,BARRILITOS I,126 26,21,19,Kanasin,Kanasin,CENTRO - KANASIN,,97370,,104,C,9.5833333333,W0,V,1,281,004802810070,1,1,20.936427,-89.560732,24/06/2000,115,12
57432,70,1076,LA BENDICION DE DIOS,S/N 23,16,14,Kanasin,Kanasin,CENTRO - KANASIN,,97370,1,104,A,14.7685416667,W0,LRV,3,281,004802810070,3,3,20.933511,-89.555931,18/12/1998,177.2225,12
75421,70,1079,TORT.LA GUADALUPANA,91 56,39,37,Xelpac,Kanasin,XELPAC - KANASIN,,97370,0,105,C,8.199075,W0,LRV,3,281,004802810070,3,3,20.939758,-89.577215,06/01/2001,98.3889,12
