CD JUAREZ,36,07-sep-12,408,88,88,0,0,88,263.58,254.08,100.00%,100.00%,96.40%,08:25,16:33
CD JUAREZ,36,07-sep-12,409,38,38,0,0,38,202.33,200.08,100.00%,100.00%,98.89%,09:07,15:02
CD JUAREZ,36,07-sep-12,411,72,72,0,0,72,190.92,186.83,100.00%,100.00%,97.86%,08:58,17:41
CD JUAREZ,36,07-sep-12,412,77,76,1,0,75,291.33,275.92,98.70%,97.40%,94.71%,08:08,18:45
CD JUAREZ,36,07-sep-12,413,55,55,0,0,53,396.75,377.92,100.00%,96.36%,95.25%,07:53,19:24
CD JUAREZ,36,07-sep-12,414,61,61,0,0,61,315.67,308.83,100.00%,100.00%,97.83%,08:13,15:34
CD JUAREZ,36,07-sep-12,418,76,76,0,0,75,244.92,231.42,100.00%,98.68%,94.49%,08:21,18:56
CD JUAREZ,36,07-sep-12,419,91,91,0,0,89,266.33,260.58,100.00%,97.80%,97.84%,08:10,19:08
CD JUAREZ,36,07-sep-12,420,104,104,0,0,103,251.83,246.33,100.00%,99.04%,97.82%,08:12,20:50
CD JUAREZ,36,07-sep-12,424,84,84,0,0,84,302.33,301.83,100.00%,100.00%,99.83%,12:07,20:31
CD JUAREZ,36,07-sep-12,425,85,85,0,0,85,237,235,100.00%,100.00%,99.16%,08:37,18:03
CD JUAREZ,36,07-sep-12,426,69,69,0,0,68,366.5,355.25,100.00%,98.55%,96.93%,09:13,20:58
CD JUAREZ,36,07-sep-12,500,3,3,0,0,3,623.5,650.5,100.00%,100.00%,104.33%,08:54,13:02
CD JUAREZ,36,07-sep-12,505,6,6,0,0,6,621,607.25,100.00%,100.00%,97.79%,10:35,15:45
CD JUAREZ,36,07-sep-12,510,12,12,0,0,12,311.67,295.83,100.00%,100.00%,94.92%,08:08,14:18
CD JUAREZ,36,07-sep-12,511,15,15,0,0,15,273.25,262.25,100.00%,100.00%,95.97%,08:21,14:11
CD JUAREZ,36,07-sep-12,512,17,17,0,0,17,303,299.5,100.00%,100.00%,98.84%,08:23,16:12
CD JUAREZ,36,07-sep-12,520,12,12,0,0,12,217.67,195.17,100.00%,100.00%,89.66%,08:10,13:10
CD JUAREZ,36,08-sep-12,400,72,72,0,0,71,225.5,215.5,100.00%,98.61%,95.57%,08:59,17:04
CD JUAREZ,36,08-sep-12,403,50,50,0,0,50,122.25,118.92,100.00%,100.00%,97.28%,08:49,16:59
CD JUAREZ,36,08-sep-12,406,50,50,0,0,50,440.75,415.25,100.00%,100.00%,94.21%,08:16,16:40
